Name,Father Name,Sex,Date of Birth,Passport No,Nationality,Height (cm),Weight (kg),BP (mmHg),Pulse,Eyes,Chest,Abdomen,Hernia,Varicose Veins,Skin,CNS,Respiratory System,Cardiovascular System,Liver,Spleen,Urine - Albumin,Urine - Sugar,Hemoglobin (g/dl),WBC (10^9/L),RBC (10^12/L),Hepatitis B,Hepatitis C,HIV,VDRL,TPHA,Radiology,Fitness Status
Ahmed,Rashid,Male,8/22/1980,PK373019,Pakistani,165.2,65.8,120/80,82.9,Weak,Normal,Normal,,Normal,Clear,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Positive,14.6,9.4,5.6,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Ahmed,Noman,Male,10/21/1992,PK136057,Pakistani,159.8,68.6,110/70,67.3,Normal,Abnormal,Normal,No Hernia,,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,15.1,5.7,4.6,Non-Reactive,Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Noman,Male,11/24/1982,PK682920,Pakistani,,59,110/70,,Weak,Normal,Normal,Minor Hernia,Swollen,,Abnormal,Blocked,Murmur,Normal,Normal,Positive,Negative,13.4,9.5,4.4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Iqbal,Male,11/28/1998,PK422935,Pakistani,178.1,75.8,130/85,86.5,Weak,Normal,Normal,,Normal,Clear,Normal,Blocked,Normal,Enlarged,Enlarged,Negative,Negative,13.8,8.4,,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,UNFIT
Zain,Ashraf,Male,3/1/1987,PK139441,Pakistani,181.9,86.9,110/70,65.5,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,,Enlarged,Positive,Positive,15.7,8.2,4.5,Reactive,Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Zain,Noman,Female,3/13/1995,PK686832,Pakistani,160,73.9,120/80,88,Normal,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Normal,Clear,Murmur,Enlarged,Normal,Positive,Positive,17.7,5.9,4.1,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Noman,Male,3/19/1992,PK954303,Pakistani,156.1,53.7,140/90,77,Weak,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,,Normal,Positive,Positive,14.3,6.2,4.9,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,Rauf,Female,9/2/1984,PK838883,Pakistani,160.5,77.8,110/70,93.1,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Positive,13.9,7.7,4.3,Reactive,Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Ahmed,Rashid,Female,10/20/1982,PK212380,Pakistani,161.4,59.1,120/80,80.5,Weak,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Clear,Normal,Enlarged,Normal,Negative,Negative,16.3,9.3,4.8,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,FIT
Khan,Ashraf,Female,2/26/1980,PK425382,Pakistani,164.5,,130/85,80.5,Normal,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,16.4,6.4,4.9,Reactive,Reactive,Positive,Reactive,,Abnormal,UNFIT
Ali,Ashraf,Female,1/4/1992,PK805192,Pakistani,,94.8,140/90,,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Normal,Clear,Normal,Enlarged,Enlarged,Positive,Positive,14.7,5,5.4,Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Ahmed,Iqbal,Male,1/10/1995,PK251920,Pakistani,166,51.5,130/85,66.1,Weak,Abnormal,Normal,Minor Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Normal,Normal,,Negative,13.1,10.4,5,Reactive,Reactive,Negative,Non-Reactive,Reactive,,FIT
Zain,Rauf,Male,8/1/1994,PK463067,Pakistani,184.3,58.7,130/85,71.8,Normal,Normal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Enlarged,Enlarged,Negative,Negative,18,5,4.5,,Reactive,Negative,,Reactive,Abnormal,FIT
Ali,Rashid,Female,2/25/1987,PK193310,Pakistani,186.7,50.2,140/90,89.6,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Enlarged,,Positive,Positive,12.7,8.7,4.7,Non-Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,FIT
Ahmed,Noman,Female,10/31/1990,PK943320,Pakistani,174,,120/80,62.1,Weak,Abnormal,Abnormal,,Normal,Clear,Abnormal,Blocked,Murmur,Normal,Normal,Negative,Negative,15.1,11,5.3,Non-Reactive,,Positive,Reactive,Reactive,Abnormal,FIT
Ali,Noman,Female,4/8/1981,PK952724,Pakistani,153.2,80.1,110/70,85.8,Weak,Abnormal,Normal,,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Positive,17.1,6.8,5.9,Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Ali,Rauf,Male,7/29/1987,PK257899,Pakistani,158.9,60,120/80,72.5,,Normal,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,,Negative,Positive,16.8,5,4.7,Non-Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Zain,Noman,Male,2/19/1996,PK343784,Pakistani,180.7,52.7,110/70,67.3,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Normal,Enlarged,Normal,Negative,Negative,13.3,10.9,5.5,,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Iqbal,Male,5/5/1987,PK426970,Pakistani,187.3,77.1,120/80,74.5,Normal,Normal,,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Enlarged,Enlarged,Negative,Positive,17.2,,5.8,Reactive,Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Khan,Noman,Female,12/3/1998,PK594127,Pakistani,166.4,73.7,120/80,78.8,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,,Normal,Negative,Negative,14.3,5.1,4.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Ali,Iqbal,,,PK850194,Pakistani,152.6,,130/85,65.9,Weak,,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Negative,Positive,13.4,10.4,5.1,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rauf,Male,8/30/1995,PK730004,Pakistani,151.7,47.5,120/80,81.5,Normal,Normal,Abnormal,,Swollen,Rashes,Normal,Clear,Murmur,Normal,Enlarged,Negative,Negative,17.4,7.6,4.4,Non-Reactive,Reactive,,,Non-Reactive,CLEAR,FIT
Ali,Rashid,Male,7/31/1984,,Pakistani,170.2,71.8,130/85,65.9,Weak,Normal,Normal,,Swollen,Rashes,Abnormal,Clear,Murmur,Normal,Enlarged,Negative,Positive,16.8,8.3,4.4,Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Iqbal,Male,5/10/1998,PK813433,Pakistani,,79.6,120/80,76.4,Normal,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Normal,Normal,,Positive,Positive,13.1,7.4,4.4,Reactive,,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Imran,Noman,Male,12/28/1990,PK679604,Pakistani,158,45.9,130/85,90.4,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Normal,Blocked,,Enlarged,Normal,Negative,Positive,13.1,8.1,5.9,Non-Reactive,Non-Reactive,,Reactive,Non-Reactive,CLEAR,UNFIT
Khan,Noman,Female,3/12/1998,PK512437,Pakistani,180.2,61,110/70,95.6,Normal,Abnormal,Normal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,16.9,7.6,4.6,Non-Reactive,Reactive,,Non-Reactive,Reactive,Abnormal,UNFIT
Imran,Rashid,Female,7/14/2001,PK681754,Pakistani,183.4,87.2,120/80,73.1,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,Enlarged,Positive,Negative,16.8,4.4,5.6,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Noman,Male,8/14/2003,PK408365,Pakistani,175.8,72,110/70,86.5,Weak,Normal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Enlarged,Negative,Negative,16.1,4.6,4.5,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Khan,Rashid,Female,4/5/1986,PK972311,Pakistani,160.8,88.3,140/90,95.1,Normal,Abnormal,Normal,No Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,Enlarged,Negative,Positive,17.9,9.4,4.9,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Zain,Noman,Male,1/14/2001,PK983533,Pakistani,,78.8,120/80,90.8,,Normal,Normal,Minor Hernia,Swollen,Rashes,Abnormal,,Murmur,Enlarged,Normal,Negative,Negative,13.2,5.8,5,Non-Reactive,,Negative,Reactive,Reactive,Abnormal,UNFIT
,Iqbal,Female,6/3/1982,PK394221,Pakistani,150.7,79.7,130/85,81.5,Weak,Normal,Normal,No Hernia,Swollen,Rashes,Abnormal,Clear,Normal,Normal,Enlarged,Positive,Negative,16.8,10,4.2,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Imran,Rashid,Female,7/11/1999,PK967999,Pakistani,171.5,60,130/85,87.5,Normal,Abnormal,Abnormal,,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,16.2,7.6,4.8,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
Imran,Ashraf,Female,9/26/1998,PK137013,Pakistani,189.8,62,120/80,76.5,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.1,9.1,4.3,Reactive,,,Non-Reactive,Non-Reactive,Abnormal,UNFIT
Ali,Noman,Female,8/23/2002,PK467335,Pakistani,,55.4,110/70,97.9,Weak,,Normal,,Normal,Clear,Normal,Blocked,Murmur,,,Negative,Negative,15.3,8.3,5.6,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Imran,Noman,Female,3/19/2002,PK212242,Pakistani,184.6,56.2,140/90,92.1,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Clear,Normal,Blocked,Murmur,Enlarged,Normal,Negative,Negative,12,8.1,4.1,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Rauf,Male,7/28/1987,PK935565,Pakistani,185.4,51.3,110/70,75.9,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Enlarged,Enlarged,Negative,Negative,17.3,4.4,4.2,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
,Ashraf,Male,12/8/1982,PK388417,Pakistani,175.2,54,110/70,86,,Abnormal,Abnormal,Minor Hernia,Normal,Clear,,Blocked,Murmur,Normal,Enlarged,Negative,Negative,17,4.4,4.9,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Zain,Rashid,Female,9/30/1986,PK219373,Pakistani,182.8,78.8,130/85,73,Weak,Normal,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Enlarged,Negative,Positive,17.5,6.5,4.4,Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Ali,Rashid,Male,7/7/1991,PK284465,Pakistani,173.8,47.2,140/90,88.7,Weak,Normal,Normal,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Enlarged,Positive,Positive,15.8,7.6,4.7,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Ahmed,Rashid,Female,5/24/1987,PK807473,Pakistani,175.5,83.8,140/90,91,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Negative,,6.1,5.5,Non-Reactive,Non-Reactive,,Reactive,,,FIT
Khan,Noman,Female,8/15/2002,PK199908,Pakistani,158.3,70.4,120/80,78.1,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Clear,Normal,Normal,Enlarged,Negative,Positive,14.6,6,4.6,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,
Zain,Rauf,Male,8/27/1999,PK888411,Pakistani,156.3,79,140/90,93.7,Normal,Normal,Abnormal,Minor Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,16.9,7.3,5.8,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,,UNFIT
Khan,Rauf,Female,10/7/1980,PK867251,Pakistani,181.8,88.6,120/80,98.2,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,Positive,17.3,5.7,5.1,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,FIT
Zain,Rauf,Male,6/16/1995,PK601755,Pakistani,171.4,53.2,120/80,,Normal,,Normal,Minor Hernia,Normal,Clear,Normal,Clear,Normal,,Normal,Negative,Positive,15.7,10.4,5.8,Reactive,Non-Reactive,Positive,Non-Reactive,,CLEAR,UNFIT
Imran,Ashraf,Female,1/28/1989,PK167853,Pakistani,152.8,58.5,120/80,64.5,Weak,Abnormal,Abnormal,No Hernia,Normal,Rashes,Normal,Clear,,Enlarged,Normal,Positive,Negative,13.3,9.7,4,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,Rauf,Female,2/16/2001,PK287434,Pakistani,176.9,70.2,120/80,68.7,Weak,Normal,,Minor Hernia,Normal,Clear,Normal,Blocked,Normal,Enlarged,Enlarged,Positive,Positive,16.1,8.2,5,Non-Reactive,Reactive,,Non-Reactive,Non-Reactive,CLEAR,UNFIT
Ali,Noman,Female,4/16/1991,PK781263,Pakistani,181.1,,110/70,68.2,Normal,Normal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Normal,Normal,Normal,Positive,Negative,17.7,4.7,4.6,Reactive,Non-Reactive,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Khan,Rashid,Male,8/11/2001,PK670099,Pakistani,178.5,59.7,140/90,93.9,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,16.5,6.8,5.1,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Ali,Iqbal,Female,,PK607056,Pakistani,181.4,93.7,120/80,90.7,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Normal,Normal,Normal,Negative,Negative,16.7,9.6,4.7,Non-Reactive,Reactive,Positive,Reactive,Reactive,Abnormal,FIT
Khan,Rauf,Female,5/27/1993,,Pakistani,156.2,46.1,130/85,64.3,Weak,Normal,Normal,Minor Hernia,Normal,Rashes,Normal,Clear,Murmur,,Normal,Positive,Negative,15.5,10.5,4.7,Non-Reactive,Reactive,Positive,,Non-Reactive,CLEAR,UNFIT
Ahmed,,Male,9/7/1993,PK576986,Pakistani,175.3,64,130/85,97.8,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Normal,,Normal,Normal,Enlarged,Negative,Positive,13.3,4.4,4.6,Reactive,Non-Reactive,,Non-Reactive,Reactive,Abnormal,FIT
Imran,Rashid,Female,7/26/1989,PK301112,Pakistani,187.9,,140/90,69.2,,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Normal,Normal,Negative,Positive,12.1,7.9,4.2,Non-Reactive,,Positive,Non-Reactive,Non-Reactive,CLEAR,FIT
Ali,Noman,Male,9/15/1981,PK762751,Pakistani,150,54.3,120/80,81.8,Weak,Abnormal,,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Normal,Negative,Positive,,10.5,5.8,Reactive,Reactive,Positive,Reactive,Non-Reactive,Abnormal,FIT
Zain,Rashid,Male,10/12/1998,PK737043,Pakistani,164.4,64.8,120/80,69,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Enlarged,Positive,Negative,17.4,5.3,5.7,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ali,Ashraf,Male,6/5/2001,PK192483,Pakistani,171.4,59.8,140/90,73.5,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Blocked,Normal,Normal,Enlarged,Positive,Positive,12.9,4.1,4.9,Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Imran,Rashid,Male,5/20/1988,PK712294,Pakistani,164.4,77,110/70,84.1,Normal,Normal,Abnormal,Minor Hernia,Swollen,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,17.9,10.3,4.8,Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,FIT
Ali,Ashraf,Male,11/29/1993,PK184128,Pakistani,182,69.5,120/80,61.3,Weak,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Normal,Negative,Positive,12.6,4.5,6,Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Ahmed,Ashraf,Female,1/20/1995,PK216216,Pakistani,150.6,55.2,120/80,85.3,Weak,Abnormal,Normal,Minor Hernia,Swollen,,Abnormal,Blocked,,Normal,Enlarged,Positive,Negative,,4.7,,Non-Reactive,Reactive,Negative,Non-Reactive,Reactive,CLEAR,FIT
Zain,Ashraf,,9/26/1987,PK376991,Pakistani,,67.2,130/85,87.9,Weak,Normal,Normal,No Hernia,Swollen,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Positive,Positive,16.6,5,5.4,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Imran,Rashid,,7/27/1995,PK557178,Pakistani,180.4,77,130/85,85.8,Normal,Normal,Normal,Minor Hernia,Normal,Clear,Normal,,,Enlarged,Normal,Positive,Positive,13.1,9.9,5.7,Reactive,Reactive,,Non-Reactive,Non-Reactive,CLEAR,FIT
Zain,,Male,1/14/1992,PK724331,Pakistani,164.2,66.9,140/90,88.5,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Negative,Positive,16.5,10.6,5.8,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,,FIT
Ali,Rashid,Female,3/6/1996,PK849191,Pakistani,185.8,70,130/85,73.4,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Abnormal,Blocked,,Normal,Normal,Positive,Negative,15.7,4.3,4.2,Reactive,Reactive,Negative,Reactive,Reactive,CLEAR,UNFIT
Zain,Rashid,Female,7/16/1982,PK647934,Pakistani,186.2,69.2,110/70,94.5,,Normal,Abnormal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Normal,Positive,Negative,14.9,4.5,4.3,Reactive,Non-Reactive,Negative,Reactive,Reactive,Abnormal,UNFIT
Imran,Rauf,Male,1/22/1986,PK204060,Pakistani,179.9,87.5,140/90,84,Normal,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Blocked,Normal,Normal,Normal,Positive,,15.5,4.7,5.4,Non-Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Zain,Rashid,Female,2/17/1999,PK732313,Pakistani,161.4,85.8,110/70,82.3,Normal,,,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Normal,Normal,Negative,Positive,14.5,,,Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,Abnormal,FIT
Imran,Noman,Male,1/10/1980,PK224907,Pakistani,150,78.7,140/90,81.3,Normal,Abnormal,Abnormal,No Hernia,Normal,Rashes,,Clear,,Normal,Enlarged,Positive,Positive,15.8,10.8,5.3,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Reactive,,FIT
Khan,Rauf,Male,11/19/1998,PK522827,Pakistani,185.2,52.4,120/80,97.2,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Normal,Enlarged,Negative,Positive,12.3,9.5,4.7,Reactive,Reactive,Negative,Reactive,Non-Reactive,Abnormal,UNFIT
Khan,Iqbal,Male,1/10/1991,PK671079,Pakistani,158.3,46.8,130/85,65,Weak,Abnormal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,,17.9,9.7,,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Khan,Ashraf,Female,7/19/1996,PK219695,Pakistani,186.2,94.6,130/85,90.3,Normal,Abnormal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Negative,Negative,15.7,8.2,4.8,Reactive,Non-Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
Zain,Rauf,Female,10/26/1989,PK593162,Pakistani,174.5,72,140/90,79.1,Weak,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Blocked,Murmur,Enlarged,Enlarged,,Negative,16.1,5.9,5.8,,Reactive,Negative,Reactive,Non-Reactive,CLEAR,FIT
,Rauf,Female,9/24/1980,PK833828,Pakistani,153.3,47.3,140/90,96.7,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Enlarged,Normal,Positive,Positive,,9.3,6,Reactive,Non-Reactive,Positive,Reactive,Reactive,Abnormal,UNFIT
Ali,Rauf,Female,,PK953594,Pakistani,152.2,47.4,130/85,94.4,Weak,Normal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Blocked,Murmur,Normal,Enlarged,,Negative,14.1,7.5,4.4,Non-Reactive,Non-Reactive,Negative,Reactive,Reactive,CLEAR,FIT
Khan,Rashid,Female,,PK259750,Pakistani,,70.4,140/90,64.6,Weak,Abnormal,Abnormal,No Hernia,Swollen,Clear,Normal,Blocked,Normal,Enlarged,Normal,Positive,Negative,12.4,4.3,5,Non-Reactive,Non-Reactive,,Non-Reactive,Reactive,Abnormal,FIT
Khan,Iqbal,Male,3/5/1984,PK724093,Pakistani,188.3,62.8,120/80,76.2,Normal,Normal,Abnormal,No Hernia,Swollen,Clear,Abnormal,Clear,Murmur,Enlarged,Normal,,Positive,14.8,4.8,4.3,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,
,,Male,10/4/2000,PK673672,Pakistani,172,46.3,,83.2,Normal,Abnormal,Normal,No Hernia,Normal,Rashes,Abnormal,Blocked,Murmur,Enlarged,Enlarged,Positive,Negative,12.7,9.5,4.7,Non-Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,Rashid,Female,6/13/1994,PK222170,Pakistani,175.3,63.8,120/80,87.2,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Murmur,Normal,Enlarged,Positive,Negative,17.6,,5.1,Non-Reactive,Non-Reactive,Negative,Non-Reactive,Non-Reactive,CLEAR,
Ali,Rauf,Male,8/14/1983,PK428544,Pakistani,160.5,52.6,110/70,99.7,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Normal,Clear,Normal,Normal,Normal,Negative,Positive,15,5.6,,,Reactive,Positive,Non-Reactive,Reactive,Abnormal,FIT
Zain,Noman,Male,12/16/1986,PK160077,Pakistani,182.6,93.4,140/90,67.9,Weak,Abnormal,Abnormal,Minor Hernia,Swollen,Rashes,Normal,Clear,,Enlarged,Enlarged,Positive,Positive,17.8,6.5,4.9,Reactive,Reactive,Positive,Non-Reactive,Non-Reactive,Abnormal,FIT
Khan,Noman,Female,4/29/1990,PK198960,Pakistani,168.5,79.8,120/80,77.1,,Normal,Normal,No Hernia,Normal,Clear,Abnormal,Clear,,Normal,Enlarged,Negative,Positive,17.4,4.4,5.4,Non-Reactive,Reactive,Negative,Non-Reactive,Non-Reactive,Abnormal,FIT
Ahmed,Rashid,Male,4/2/2003,PK983644,Pakistani,162.1,56.6,130/85,77.1,Weak,Abnormal,Abnormal,No Hernia,Swollen,Rashes,Normal,Blocked,Murmur,Enlarged,Enlarged,Positive,Positive,12.2,6.6,4.2,Non-Reactive,Non-Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Ali,,Male,10/7/1980,PK734730,Pakistani,150.9,58.2,130/85,60.9,Normal,,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Normal,Normal,Normal,Positive,Negative,14.7,5.4,6,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,Abnormal,UNFIT
,Noman,Male,7/25/1982,PK746830,Pakistani,174.7,84.9,120/80,61.7,Normal,Normal,Abnormal,No Hernia,Normal,Clear,,Blocked,Normal,Enlarged,Normal,,Negative,14.3,8.7,5.6,Non-Reactive,,Negative,Non-Reactive,Non-Reactive,,FIT
Ahmed,Noman,Male,9/19/1983,PK632692,Pakistani,181,58.2,140/90,69.1,Normal,Abnormal,Abnormal,Minor Hernia,Normal,Rashes,Normal,Clear,Normal,Normal,Normal,Negative,Negative,13.5,7.9,5.2,,Non-Reactive,Positive,Reactive,Reactive,CLEAR,UNFIT
Khan,Rauf,Female,5/28/1997,PK761467,Pakistani,161.2,60.2,140/90,62,Weak,Normal,Normal,No Hernia,Normal,Rashes,Abnormal,Clear,Murmur,Normal,Normal,Negative,Negative,13.4,7.6,,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,CLEAR,UNFIT
,Rashid,Female,6/16/1986,PK961811,Pakistani,180.2,73.5,140/90,96.6,Normal,Normal,Abnormal,No Hernia,Normal,Clear,Abnormal,Clear,Normal,Normal,Enlarged,Negative,Negative,13.5,7.8,5.6,Reactive,,Positive,Non-Reactive,Reactive,CLEAR,UNFIT
Khan,Noman,Female,7/17/1996,PK736262,Pakistani,189.3,71,130/85,64.7,Weak,Normal,Normal,Minor Hernia,Swollen,Clear,,Clear,Murmur,Normal,Enlarged,Negative,Negative,13.9,5.2,4.2,Non-Reactive,,Negative,Reactive,Reactive,,FIT
,Rashid,Female,11/30/1984,PK322528,Pakistani,186.6,,,92.4,Weak,Abnormal,Normal,Minor Hernia,Swollen,Clear,Normal,Blocked,Murmur,Normal,Enlarged,Negative,Negative,14.4,5.4,4.4,Reactive,Non-Reactive,Positive,,Reactive,CLEAR,FIT
Ahmed,Noman,Male,8/10/1985,PK902208,Pakistani,175.6,50.6,120/80,83.1,Normal,Normal,Abnormal,Minor Hernia,Normal,Clear,Abnormal,,Murmur,Normal,Enlarged,Positive,Negative,16.8,4.9,5.5,Non-Reactive,Reactive,Positive,Non-Reactive,Reactive,CLEAR,FIT
Ahmed,Noman,Female,8/30/1989,PK878850,Pakistani,162.2,92.6,110/70,69.2,Normal,Abnormal,Normal,Minor Hernia,Normal,Clear,Abnormal,Clear,Normal,Enlarged,Enlarged,Positive,Negative,16.6,7.4,4.1,Reactive,Non-Reactive,Positive,Reactive,Non-Reactive,Abnormal,UNFIT
